Model,WordEmbedding,Precision,Recall,F1-Score
MultinomialNB,TFidf,0.8282136568186265,0.2014754878629224,0.32410704031239235
SVC,TFidf,0.3696563285834032,0.6716801523084246,0.47686952995640863
LogisticRegression,TFidf,0.8090252707581227,0.2133269871489767,0.3376271186440678
RandomForestClassifier,TFidf,0.9253304751697035,0.12327463112803427,0.21756478642530136
